MutualExclusion,NThreads,val_a,val_b,nRectangles/Sub-Intervals,Result,Time(ms)
./trap_semaphore,1,2.000000,242.000000,12,4740160.000000,0.116110
./trap_semaphore,1,2.000000,242.000000,12,4740160.000000,0.082970
./trap_semaphore,1,2.000000,242.000000,12,4740160.000000,0.066042
./trap_semaphore,1,2.000000,242.000000,12,4740160.000000,0.087976
./trap_semaphore,1,2.000000,242.000000,12,4740160.000000,0.102997
./trap_semaphore,2,2.000000,242.000000,12,4740160.000000,0.117064
./trap_semaphore,2,2.000000,242.000000,12,4740160.000000,0.092983
./trap_semaphore,2,2.000000,242.000000,12,4740160.000000,1.307011
./trap_semaphore,2,2.000000,242.000000,12,4740160.000000,0.085831
./trap_semaphore,2,2.000000,242.000000,12,4740160.000000,0.086069
./trap_semaphore,4,2.000000,242.000000,12,4740160.000000,0.141144
./trap_semaphore,4,2.000000,242.000000,12,4740160.000000,0.164032
./trap_semaphore,4,2.000000,242.000000,12,4740160.000000,0.171185
./trap_semaphore,4,2.000000,242.000000,12,4740160.000000,0.131130
./trap_semaphore,4,2.000000,242.000000,12,4740160.000000,0.122070
./trap_semaphore,6,2.000000,242.000000,12,4740160.000000,0.164986
./trap_semaphore,6,2.000000,242.000000,12,4740160.000000,0.176907
./trap_semaphore,6,2.000000,242.000000,12,4740160.000000,0.202894
./trap_semaphore,6,2.000000,242.000000,12,4740160.000000,0.206947
./trap_semaphore,6,2.000000,242.000000,12,4740160.000000,0.182152
./trap_semaphore,8,2.000000,242.000000,12,1427840.000000,0.344992
./trap_semaphore,8,2.000000,242.000000,12,1427840.000000,0.219822
./trap_semaphore,8,2.000000,242.000000,12,1427840.000000,0.224113
./trap_semaphore,8,2.000000,242.000000,12,1427840.000000,0.219822
./trap_semaphore,8,2.000000,242.000000,12,1427840.000000,0.197172
./trap_semaphore,10,2.000000,242.000000,12,2760800.000000,0.295877
./trap_semaphore,10,2.000000,242.000000,12,2760800.000000,0.247955
./trap_semaphore,10,2.000000,242.000000,12,2760800.000000,0.245094
./trap_semaphore,10,2.000000,242.000000,12,2760800.000000,0.256062
./trap_semaphore,10,2.000000,242.000000,12,2760800.000000,0.363111
./trap_semaphore,12,2.000000,242.000000,12,4740160.000000,0.509977
./trap_semaphore,12,2.000000,242.000000,12,4740160.000000,0.518084
./trap_semaphore,12,2.000000,242.000000,12,4740160.000000,0.348806
./trap_semaphore,12,2.000000,242.000000,12,4740160.000000,0.424147
./trap_semaphore,12,2.000000,242.000000,12,4740160.000000,0.309944
./trap_semaphore,14,2.000000,242.000000,12,1120.000000,0.345945
./trap_semaphore,14,2.000000,242.000000,12,1120.000000,0.380993
./trap_semaphore,14,2.000000,242.000000,12,1120.000000,0.351191
./trap_semaphore,14,2.000000,242.000000,12,1120.000000,0.392914
./trap_semaphore,14,2.000000,242.000000,12,1120.000000,0.419140
./trap_semaphore,16,2.000000,242.000000,12,1280.000000,0.516891
./trap_semaphore,16,2.000000,242.000000,12,1280.000000,0.529051
./trap_semaphore,16,2.000000,242.000000,12,1280.000000,0.649929
./trap_semaphore,16,2.000000,242.000000,12,1280.000000,0.522137
./trap_semaphore,16,2.000000,242.000000,12,1280.000000,0.406981
./trap_semaphore,18,2.000000,242.000000,12,1440.000000,0.636101
./trap_semaphore,18,2.000000,242.000000,12,1440.000000,0.489950
./trap_semaphore,18,2.000000,242.000000,12,1440.000000,0.584841
./trap_semaphore,18,2.000000,242.000000,12,1440.000000,0.519037
./trap_semaphore,18,2.000000,242.000000,12,1440.000000,0.562906
./trap_semaphore,20,2.000000,242.000000,12,1600.000000,0.509977
./trap_semaphore,20,2.000000,242.000000,12,1600.000000,0.484943
./trap_semaphore,20,2.000000,242.000000,12,1600.000000,0.576973
./trap_semaphore,20,2.000000,242.000000,12,1600.000000,0.556946
./trap_semaphore,20,2.000000,242.000000,12,1600.000000,0.715971
./trap_semaphore,22,2.000000,242.000000,12,1760.000000,1.566887
./trap_semaphore,22,2.000000,242.000000,12,1760.000000,0.634909
./trap_semaphore,22,2.000000,242.000000,12,1760.000000,0.931025
./trap_semaphore,22,2.000000,242.000000,12,1760.000000,0.707865
./trap_semaphore,22,2.000000,242.000000,12,1760.000000,1.030922
./trap_semaphore,24,2.000000,242.000000,12,1920.000000,0.638008
./trap_semaphore,24,2.000000,242.000000,12,1920.000000,0.622988
./trap_semaphore,24,2.000000,242.000000,12,1920.000000,0.681162
./trap_semaphore,24,2.000000,242.000000,12,1920.000000,0.557184
./trap_semaphore,24,2.000000,242.000000,12,1920.000000,0.859976
./trap_semaphore,26,2.000000,242.000000,12,2080.000000,0.682116
